origin_index,origin_name,o_lat,o_lon,dest_name,d_lat,d_lon,cat,k,v,km_straight,brand,operator,opening_hours,addr_street,addr_housenumber,addr_neighbourhood,addr_city,addr_postcode,phone,website,osm_type,osm_id
0,O1_Conjunto,19.287,-99.655,Universidad Insurgentes Plantel Toluca,19.2901243,-99.6577279,university,amenity,university,0.4501776349119088,,,,Calle Nicolás Bravo,,,,50000,,,node,12540756512
0,O1_Conjunto,19.287,-99.655,Oficina Administrativa De La Universidad Autónoma Del Estado De México,19.283398,-99.6527358,university,amenity,university,0.4657169938345607,,,,Calle Ignacio López Rayón,,,,50130,,www.uaemex.mx,node,12545079073
0,O1_Conjunto,19.287,-99.655,Edificio Administrativo de la UAEM,19.2830912,-99.6529544,university,amenity,university,0.48477374579023136,,,,,,,,,,,way,349351321
0,O1_Conjunto,19.287,-99.655,university (OSM),19.2818105,-99.6531952,university,amenity,university,0.6073415509537419,,,,,,,,,,,way,205716934
0,O1_Conjunto,19.287,-99.655,Instituto Universitario Internacional Detoluca,19.2877359,-99.6489497,university,amenity,university,0.6402536631142345,,,,Avenida 5 de Mayo,,,Toluca,50090,,www.iuitoluca.com,node,12521576183
0,O1_Conjunto,19.287,-99.655,Bodega UAEMex,19.2819743,-99.6516238,university,amenity,university,0.6617090172618768,,,,Calle Ramón Corona,,,Toluca,50130,,,node,12521854795
0,O1_Conjunto,19.287,-99.655,"El Colegio Mexiquense, A.C.",19.2915557,-99.6600585,university,amenity,university,0.7338068074159805,,Informática,,,,,,,52 722 215 1211,http://www.cmq.edu.mx,way,700154649
0,O1_Conjunto,19.287,-99.655,"El Colegio Mexiquense, A.C. Casa Toluca",19.2916926,-99.6599744,university,amenity,university,0.7381276325971942,,,,Calle Aquiles Serdán,201,,Toluca de Lerdo,50080,01 722 218 0358,http://www.cmq.edu.mx,node,4726896121
0,O1_Conjunto,19.287,-99.655,Universidad Univer Milenium Plantel Hidalgo,19.2897424,-99.6485069,university,amenity,university,0.746588076879989,,,,Calle Alejandro Von Humboldt,,,Toluca de Lerdo,50000,,https://www.univermilenium.edu.mx/,node,12544932191
0,O1_Conjunto,19.287,-99.655,Universidad Univer Milenium Toluca Rectoría,19.2895665,-99.6484131,university,amenity,university,0.7479054971178171,,,,Calle Alejandro Von Humboldt,,,Toluca de Lerdo,50000,,https://www.univermilenium.edu.mx/,way,561029179
0,O1_Conjunto,19.287,-99.655,Universidad Alfa Lambda Plantel Toluca Centro,19.2880867,-99.6470982,university,amenity,university,0.838081303653221,,,,Calle Josefa Ortiz de Domínguez,,Jose Maria Morelos Y Pavon,,50090,,,node,12537579720
0,O1_Conjunto,19.287,-99.655,UNIEM,19.2935035,-99.6507566,university,amenity,university,0.849290857859758,,,,Avenida Sebastián Lerdo de Tejada,,,Toluca de Lerdo,52400,,,node,12537833346
0,O1_Conjunto,19.287,-99.655,Universidad Tec Mexiquense Plantel Toluca,19.2814242,-99.6493092,university,amenity,university,0.8608998436836671,,,,Ciclovía Pino Suárez,,,Toluca de Lerdo,50130,+525620160871,,node,12552859424
0,O1_Conjunto,19.287,-99.655,Universidad Digital Del Estado De Mexico,19.2877702,-99.6632065,university,amenity,university,0.8655521027626727,,,,Avenida José María Morelos y Pavón,,,Toluca de Lerdo,50080,7222143682,https://edomex.gob.mx/,node,12594050294
0,O1_Conjunto,19.287,-99.655,Universidad Digital Del Estado De Mexico,19.2902082,-99.6630026,university,amenity,university,0.9125182285159648,,,,Calle Miguel Hidalgo y Costilla,,,Toluca de Lerdo,50080,,www.udemex.gob,node,12594054488
0,O1_Conjunto,19.287,-99.655,Facultad de Lenguas,19.2780515,-99.6576181,university,amenity,university,1.0322736282548153,,UAEM,7:00 - 22:00,,,,,,,,way,349353276
0,O1_Conjunto,19.287,-99.655,university (OSM),19.2888296,-99.6447435,university,amenity,university,1.095512734121444,,,,,,,,,,,way,211568673
0,O1_Conjunto,19.287,-99.655,Universidad Mexicana De Educacion A Distancia,19.2894118,-99.6656321,university,amenity,university,1.1476491390105454,,,,Calle Felipe Villanueva,,,,50080,,https://www.umed.edu.mx/,node,12513267183
0,O1_Conjunto,19.287,-99.655,Escuela superior de contaduria y administración Villanueva Montaño campus Toluca,19.2785277,-99.6480207,university,amenity,university,1.193357798621548,,,,Calle García Luna,,,Toluca de Lerdo,50130,,,node,12530569234
0,O1_Conjunto,19.287,-99.655,Universidad Milenium plantel ciencias de la salud,19.2900582,-99.6438103,university,amenity,university,1.2226374673595721,,,,Avenida Miguel Hidalgo y Costilla,,,Toluca de Lerdo,50070,,https://www.univermilenium.edu.mx/,node,4749280071
0,O1_Conjunto,19.287,-99.655,Universidad Autónoma del Estado de México,19.275857,-99.6573807,university,amenity,university,1.263989396378327,,,,,,,,,,,way,204977505
0,O1_Conjunto,19.287,-99.655,Facultad De Antropología,19.2745347,-99.6568947,university,amenity,university,1.4002712482294783,,UAEM,7:00 - 22:00,Calle Mariano Matamoros,,,Toluca de Lerdo,50130,+527222120373,www.antropologia.uaemex.mx,way,349353275
0,O1_Conjunto,19.287,-99.655,Centro Universitario CESAN,19.2912221,-99.6675877,university,amenity,university,1.4020531243801357,,,,Avenida Sebastián Lerdo de Tejada,718,,Toluca de Lerdo,50040,,,node,4749198544
0,O1_Conjunto,19.287,-99.655,Universidad Del Valle De Toluca,19.2744774,-99.6525029,university,amenity,university,1.416900718609369,,,,Calle Ignacio López Rayón,,,,50130,,,node,12556646751
0,O1_Conjunto,19.287,-99.655,Academia de diseño de modas High Fashion,19.2872436,-99.641427,university,amenity,university,1.4247999817498211,,,,Avenida Isidro Fabela,,,Toluca de Lerdo,50090,7222124800,,node,12511768988
0,O1_Conjunto,19.287,-99.655,Universidad Superior Del Altiplano,19.2801631,-99.6433828,university,amenity,university,1.436885134614334,,,,Calle Rafael Miguel Hidalgo,,,,50130,+527221674604,https://iualtiplano.com/,node,12511084923
0,O1_Conjunto,19.287,-99.655,Facultad de Planeación Urbana y Regional,19.2738118,-99.6568189,university,amenity,university,1.4788353099818388,,UAEM,07:00-22:00,Calle Mariano Matamoros,,,Toluca de Lerdo,50130,+527222194613,https://fapur.uaemex.mx/,way,349353278
0,O1_Conjunto,19.287,-99.655,Universidad Del Valle De Toluca,19.2736318,-99.6563001,university,amenity,university,1.4927261440316046,,,,Mariano Matamoros,,General Francisco Villa,,50130,,https://www.uvt.edu.mx/,node,12525066441
0,O1_Conjunto,19.287,-99.655,Facultad de Odontología,19.2737081,-99.6577747,university,amenity,university,1.5064109010957745,,UAEM,7:00 - 22:00,Avenida Paseo Tollocan,,,Toluca de Lerdo,50130,+527222179607,http://www.uaemex.mx/,way,349353277
0,O1_Conjunto,19.287,-99.655,Colegio de Abogados del Estado de Mexico,19.281232,-99.6680712,university,amenity,university,1.5144215688179512,,,,Horacio Zuñiga,,,Toluca de Lerdo,50120,+527773166476,,way,400474997
0,O1_Conjunto,19.287,-99.655,Escuela Normal Superior del Estado de México,19.2795306,-99.6675479,university,amenity,university,1.557009445269345,,,,Avenida General Venustiano Carranza,,,Toluca de Lerdo,50120,,www.ensem.edu.mx,way,204981224
0,O1_Conjunto,19.287,-99.655,"Facultad De Medicina, UAEMéx",19.2726889,-99.6587154,university,amenity,university,1.638406744534396,,,,Avenida Paseo Tollocan,,,Toluca de Lerdo,50180,7222173552,www.uaemex.mx/fmedicina,node,12564323836
0,O1_Conjunto,19.287,-99.655,Facultad de Enfermeria,19.2723751,-99.6580421,university,amenity,university,1.6572639471666546,,,,,,,,,,,way,349351731
0,O1_Conjunto,19.287,-99.655,Universidad Isidro Fabela de Toluca S.C.,19.2737746,-99.66336,university,amenity,university,1.712477684980241,,,,Calle Andrés Quintana Roo,,,Toluca de Lerdo,50120,+527222174108,https://uift.edu.mx/,node,7284486356
0,O1_Conjunto,19.287,-99.655,Facultad de Medicina,19.2721284,-99.6593058,university,amenity,university,1.714289800172199,,,,,,,,,,,way,349351319
0,O1_Conjunto,19.287,-99.655,Escuela Primaria Licenciado Benito Juarez Garcia Anexa A La Normal No 1 De Toluca,19.2970022,-99.6425359,university,amenity,university,1.7170185780088745,,,,Calle Doctor Rosalío Baca,,,,50060,+527222140458,,way,345676059
0,O1_Conjunto,19.287,-99.655,Centro Universitario de Ixtlahuaca Campus Toluca,19.2885702,-99.6727568,university,amenity,university,1.8718029318850475,,,,General Agustín Millán,,,Toluca de Lerdo,50080,,,way,963907775
0,O1_Conjunto,19.287,-99.655,Instituto Universitario Cuitlahuac,19.2888391,-99.672816,university,amenity,university,1.8810031306482529,,,,Calle Miguel Hidalgo y Costilla,,Barrio de San Bernardino,Toluca de Lerdo,50080,,,node,12525736019
0,O1_Conjunto,19.287,-99.655,Instituto Pedagógico Bilingüe,19.2912729,-99.6725049,university,amenity,university,1.8976319807498723,,,,Calle General Agustín Millán,405,,Toluca de Lerdo,50040,,,node,4749349044
0,O1_Conjunto,19.287,-99.655,Consultoria equipo en acción,19.2795531,-99.6718799,university,amenity,university,1.9556194505740252,,,,Avenida General Venustiano Carranza,,,Toluca de Lerdo,50511,,,node,12513614619
0,O1_Conjunto,19.287,-99.655,Iseu,19.2918415,-99.6740388,university,amenity,university,2.069423893586907,,,,Calle Tenancingo,210,,toluca,50040,,,node,4749371492
0,O1_Conjunto,19.287,-99.655,Centro de enlace Toluca,19.2734716,-99.6414582,university,amenity,university,2.069555286711398,,,,Avenida Isidro Fabela,,,Toluca de Lerdo,50190,,,node,12535562839
0,O1_Conjunto,19.287,-99.655,Facultad De Economia,19.2836714,-99.675782,university,amenity,university,2.2123608012184444,,,,,,,,,7222149411,www.uaemex.mx/feconomia/,node,12595696648
0,O1_Conjunto,19.287,-99.655,Facultad de Economía,19.2835341,-99.6760403,university,amenity,university,2.241668401628549,,Universidad Autónoma del Estado de México,,,,,,,,,way,405798222
0,O1_Conjunto,19.287,-99.655,Universidad Mexiquense,19.288755,-99.6334018,university,amenity,university,2.275194433766298,,,,Avenida Miguel Hidalgo y Costilla,,,Toluca de Lerdo,50070,7222172246,https://www.umex.edu.mx/,node,12519609967
0,O1_Conjunto,19.287,-99.655,Facultad de Geografía UAEM,19.2869705,-99.6767172,university,amenity,university,2.2793142103601993,,Universidad Autónoma del Estado de México,,,,,,,,,relation,16388897
0,O1_Conjunto,19.287,-99.655,Facultad de Ingeniería,19.2831215,-99.6766596,university,amenity,university,2.3138399680206314,,Universidad Autónoma del Estado de México,,,,,,,,,way,405800931
0,O1_Conjunto,19.287,-99.655,Ual Tollocan Toluca,19.2774874,-99.6748736,university,amenity,university,2.3387455625988536,,,,Avenida Paseo Tollocan,,,Toluca de Lerdo,50170,,,node,12591880776
0,O1_Conjunto,19.287,-99.655,Edificio de Posgrado de la Facultad de Geografía,19.2873153,-99.6774574,university,amenity,university,2.3572572222325596,,,,Cerro de Coatepec,,,,,,,node,11223293440
0,O1_Conjunto,19.287,-99.655,Universidad Autónoma del Estado de México,19.2836586,-99.6776387,university,amenity,university,2.404925415808129,,Universidad Autónoma del Estado de México,,,,,Toluca de Lerdo,,,,way,204157502
0,O1_Conjunto,19.287,-99.655,Facultad De Artes,19.2807801,-99.6769863,university,amenity,university,2.409014649441997,,,,Calle Paseo Universidad,,,Toluca de Lerdo,50100,7222159334,uaemex.mx/fartes,node,12595672246
0,O1_Conjunto,19.287,-99.655,Universidad Unicem,19.27793,-99.6760148,university,amenity,university,2.4252945220245845,,,,,,,,,,,way,875438535
0,O1_Conjunto,19.287,-99.655,Universidad Autónoma del Estado de México,19.2842085,-99.6779666,university,amenity,university,2.43036531038518,,Universidad Autónoma del Estado de México,,,,,,,,,node,4079524989
0,O1_Conjunto,19.287,-99.655,Facultad De Arquitectura Y Diseño,19.2811624,-99.6774021,university,amenity,university,2.439192436487175,,,,Calle Paseo Universidad,,,Toluca de Lerdo,50100,7222140414,www.faduaemex.com,node,12595685461
0,O1_Conjunto,19.287,-99.655,Facultad de Arquitectura y Diseño,19.2811719,-99.6774812,university,amenity,university,2.4469160459880244,,Universidad Autónoma del Estado de México,,Paseo Universidad,,,,,,,way,401429532
0,O1_Conjunto,19.287,-99.655,ITUEM,19.2771766,-99.6760058,university,amenity,university,2.46046884881697,,,,Avenida General Venustiano Carranza,,,,50170,,,way,285051163
0,O1_Conjunto,19.287,-99.655,Ual Toluca Tollocan,19.276838,-99.6760668,university,amenity,university,2.4831147693577047,,,,Calle Lago de Pátzcuaro,,,,50170,,https://www.ualuniversidad.edu.mx/,node,12547919316
0,O1_Conjunto,19.287,-99.655,Facultad de Turismo y Gastronomía,19.2824883,-99.6782331,university,amenity,university,2.489517341546127,,Universidad Autónoma del Estado de México,,,,,,,,,way,405800933
0,O1_Conjunto,19.287,-99.655,Facultad de Arte UAEM,19.2855544,-99.6789911,university,amenity,university,2.523103719368444,,UAEM,,Paseo Universidad,,,Toluca de Lerdo,,,,way,406338905
0,O1_Conjunto,19.287,-99.655,Facultad de Derecho,19.2817541,-99.6783983,university,amenity,university,2.5241159606490786,,Universidad Autónoma del Estado de México,,,,,,50100,7222144372,www.derecho.uaemex.mx,way,405800932
0,O1_Conjunto,19.287,-99.655,Facultad de Humanidades UAEM,19.2799593,-99.6780603,university,amenity,university,2.5437969689006383,,Universidad Autónoma del Estado de México,,Paseo Universidad,,,Toluca de Lerdo,,,,way,406340268
0,O1_Conjunto,19.287,-99.655,Facultad de Ciencias Políticas y Sociales,19.2859876,-99.6794379,university,amenity,university,2.5673377810674283,,Universidad Autónoma del Estado de México,,,,,,,,,way,400353935
0,O1_Conjunto,19.287,-99.655,Centro Universitario Siglo XXI,19.2832255,-99.6809268,university,amenity,university,2.753335213056882,,,,,,,,,,,way,884584213
0,O1_Conjunto,19.287,-99.655,Facultad de ciencias de la conducta UAEMex,19.3095225,-99.6389021,university,amenity,university,3.0209466641644016,,,,Avenida López Portillo,,,Toluca de Lerdo,50010,,,node,12544900129
0,O1_Conjunto,19.287,-99.655,Instituto Para El Desarrollo Academico De Estudiantes De Excelencia En Medicina,19.2598419,-99.6641446,university,amenity,university,3.1687145031018753,,,,Calle General Manuel González,,,Toluca,50170,7225407021,idaeemac.negocio.site,node,12540664444
0,O1_Conjunto,19.287,-99.655,Servicio De Cursos De Preparación Para Nivel Medio Superior De La Uaem,19.2940878,-99.6889765,university,amenity,university,3.6519563267666078,,,,Calle Cristóbal Colón,105,,,50100,,,node,7844228829
0,O1_Conjunto,19.287,-99.655,IUEM,19.2638727,-99.6292328,university,amenity,university,3.7320245913802097,,,,,,,,,,,way,311338304
0,O1_Conjunto,19.287,-99.655,Academia de belleza y tecnología CMP,19.3130621,-99.6321224,university,amenity,university,3.763324967680765,,,,Azateas,,,Toluca de Lerdo,50018,,,node,12511429874
0,O1_Conjunto,19.287,-99.655,IUEM,19.2632053,-99.6292712,university,amenity,university,3.7806678567938894,,,,,,,,,,,way,311338303
0,O1_Conjunto,19.287,-99.655,Escuelas del sector privado que combinan diversos niveles de educación,19.2631969,-99.6292039,university,amenity,university,3.786369781928576,,,,Calle Salvador Sánchez Colín,,,,52169,7222171979,,way,400466534
0,O1_Conjunto,19.287,-99.655,IUEM,19.263919,-99.6282758,university,amenity,university,3.8019706233703663,,,,,,,,,,,way,400467885
0,O1_Conjunto,19.287,-99.655,Facultad de Contaduría UAEM Unidad Los Uribe,19.3208066,-99.6648885,university,amenity,university,3.8997294872829955,,,,Calle Río Papaloapan,,,,,,,way,424124972
0,O1_Conjunto,19.287,-99.655,Universidad campus ejecutivo Metepec,19.2648843,-99.6236789,university,amenity,university,4.1054981199786615,,,,Avenida Benito Juárez,,,Metepec,52154,,www.ula.edu.mx,way,575174552
0,O1_Conjunto,19.287,-99.655,ISCEEM,19.3230603,-99.664671,university,amenity,university,4.136169309275902,,,,,,,,,,https://isceem.edomex.gob.mx/,way,404617477
0,O1_Conjunto,19.287,-99.655,Universidad Pedagógica Nacional Unidad 151 Toluca,19.3244534,-99.6651318,university,amenity,university,4.298212966372569,,,,,,,,,,,node,12758761316
0,O1_Conjunto,19.287,-99.655,UNITEC Campus Toluca,19.2896499,-99.6136364,university,amenity,university,4.351237110734056,,,,Avenida Paseo Tollocan,701,,,50160,(722) 275 47 97,,way,211568312
0,O1_Conjunto,19.287,-99.655,Universidad Tec Milenio Campus Toluca,19.2536678,-99.6281274,university,amenity,university,4.657619869146699,,,,Calle Guadalupe Victoria,,,Metepec,52160,,https://www.tecmilenio.mx/,way,204611085
0,O1_Conjunto,19.287,-99.655,Instituto Galeana,19.2855664,-99.6094523,university,amenity,university,4.783101040501207,,,,Avenida Ignacio Comonfort,,,Toluca,50160,7222112198,www.institutogaleana.com,way,261016548
0,O1_Conjunto,19.287,-99.655,Instituto para la educacion integral del bachiller,19.2918446,-99.7006453,university,amenity,university,4.820788222929698,,,,Calle San Jorge,,,,51350,,www.ineb.edu.mx,node,12531237757
0,O1_Conjunto,19.287,-99.655,Investigaciones y estudios superiores Universidad Anahuac,19.2798729,-99.607894,university,amenity,university,5.007193486423643,,,,Avenida Ignacio Comonfort,,,Toluca,50160,,,node,12530518392
0,O1_Conjunto,19.287,-99.655,Escuela normal de educación física General Ignacio M. Beteta,19.2769947,-99.70175,university,amenity,university,5.031304953591247,,,,Boulevard Eduardo Monroy Cárdenas,,,Toluca de Lerdo,50110,,https://gobiernodelestadodemexico.com,way,1050692297
0,O1_Conjunto,19.287,-99.655,Centro Universitario Zinacantepec Del Estado De Mexico (CUZEM),19.2933289,-99.7032889,university,amenity,university,5.116652723035288,,,,Calle Ramón Guerra,,,,51350,,,node,3824187386
0,O1_Conjunto,19.287,-99.655,Universidad Autónoma del Estado de México,19.2759385,-99.7027608,university,amenity,university,5.161558653492857,,Universidad Autónoma del Estado de México,,,,,,,,,way,1050692298
0,O1_Conjunto,19.287,-99.655,Uniem,19.2942329,-99.7038328,university,amenity,university,5.187815972759211,,,,Calle José López Portillo,,,Zinacantepec,51355,,,node,12586960097
0,O1_Conjunto,19.287,-99.655,Unid Campus Toluca,19.2539903,-99.6189091,university,amenity,university,5.27481462578378,,,,Boulevard Toluca-Metepec,,,,52166,,https://www.unid.edu.mx/,node,12528265164
0,O1_Conjunto,19.287,-99.655,Instituto superior Concordia,19.2452615,-99.628505,university,amenity,university,5.410591779381234,,,,Camino A San Felipe,,,,52166,,https://www.universidadconcordia.com.mx/,node,12535618008
0,O1_Conjunto,19.287,-99.655,IULATAM,19.2908104,-99.7071535,university,amenity,university,5.49003981654334,,,,Blvd Adolfo López Mateos,,,TOLUCA,,,,way,400362991
0,O1_Conjunto,19.287,-99.655,Escuela Culinaria Internacional,19.2706639,-99.6047155,university,amenity,university,5.581681278401473,,,,Calle Miguel Hidalgo,,,,52177,,https://eci.edu.mx/,way,552025132
0,O1_Conjunto,19.287,-99.655,Universidad Mexiquense,19.2741425,-99.6020478,university,amenity,university,5.738716668677083,,,,,,,,,,,way,552025179
0,O1_Conjunto,19.287,-99.655,Tecnológico de Monterrey campus Toluca,19.2686065,-99.7061884,university,amenity,university,5.748864108816089,,,,,,,,,,,relation,3499581
0,O1_Conjunto,19.287,-99.655,Universidad Mexiquense,19.2748757,-99.6017478,university,amenity,university,5.749543343038214,,,,Avenida Los Gobernadores,,,,52140,,https://www.umex.edu.mx/,node,12559477797
0,O1_Conjunto,19.287,-99.655,university (OSM),19.247349,-99.6165984,university,amenity,university,5.97388708878143,,,,,,,,,,,node,4386456910
0,O1_Conjunto,19.287,-99.655,university (OSM),19.2476944,-99.6145006,university,amenity,university,6.097030913209408,,,,,,,,,,,node,4386456911
0,O1_Conjunto,19.287,-99.655,Instituto De Desarrollo Jurídico,19.2867853,-99.5958979,university,amenity,university,6.20306440154432,,,,,,,,52179,,,node,12505385501
0,O1_Conjunto,19.287,-99.655,Instituto Milenium,19.2789725,-99.5954744,university,amenity,university,6.311059078775321,,,,Aveida 5 De Mayo,,,Lerma,52170,7222162842,,way,544427030
0,O1_Conjunto,19.287,-99.655,EDAYO,19.2935155,-99.715283,university,amenity,university,6.368174835059798,,,,,,,,,,,way,400362994
0,O1_Conjunto,19.287,-99.655,Universidad Siglo XXI,19.2763963,-99.7191815,university,amenity,university,6.838746884306832,,,,,,,,,,,way,518905237
0,O1_Conjunto,19.287,-99.655,Instituto Misiones Santa Esperanza Preparatoria,19.3084576,-99.593402,university,amenity,university,6.890808028418834,,,,Calle Cartógrafos,,,,50227,,,node,12570430894
0,O1_Conjunto,19.287,-99.655,Club de hilos de plata,19.2818165,-99.58892,university,amenity,university,6.959393162064068,,,,Privada Segunda de Sol,,,Toluca,52170,,,node,12511750256
0,O1_Conjunto,19.287,-99.655,Servicios Educativos Superiores,19.2862942,-99.6554403,college,amenity,college,0.09107592467465858,,,,Calle Instituto Literario,,,,50000,,https://www.ses.edu.mx/,node,12509657220
0,O1_Conjunto,19.287,-99.655,Rectoría,19.28619,-99.6535309,college,amenity,college,0.17856750647764771,,,,Calle Instituto Literario,,,,50000,,,node,12547875396
0,O1_Conjunto,19.287,-99.655,Instituto Nacional De Computacion Aplicada,19.2891842,-99.6544003,college,amenity,college,0.25089501840381456,,,,Calle Benito Juárez Garcia,,,,50000,7222148525,www.inca.edu.mx,node,12559333729
0,O1_Conjunto,19.287,-99.655,Instituto Superior De Estilismo Y Belleza Profesional,19.289255,-99.6543941,college,amenity,college,0.2586826050320982,,,,Calle Benito Juárez Garcia,,,,50000,7222137157,,node,12517050904
0,O1_Conjunto,19.287,-99.655,Centro De Servicio Sigma,19.2873803,-99.6575819,college,amenity,college,0.2742606651714841,,,,Calle Nicolás Bravo,,,,50000,+527223187172,https://www.isima.com.mx/toluca-sistemas-y-posgrados.html,node,12560151913
0,O1_Conjunto,19.287,-99.655,Grupo Isima Sistemas Y Porgrados,19.2864892,-99.6576409,college,amenity,college,0.28293371871857986,,,,Calle Nicolás Bravo,,,,50000,+527223187172,https://www.isima.com.mx/toluca-sistemas-y-posgrados.html,node,12545024181
0,O1_Conjunto,19.287,-99.655,Wapizima,19.2894591,-99.6542726,college,amenity,college,0.2838968154271819,,,,Calle Benito Juárez Garcia,,,Toluca de Lerdo,50000,+527221404140,,node,12537608786
0,O1_Conjunto,19.287,-99.655,Grupo Isisma Sistemas Y Posgrados Edificio Cafe,19.2866365,-99.6576782,college,amenity,college,0.28397988330077417,,,,Nicolás Bravo,,Instituto Literario,,50000,,,node,12528214185
0,O1_Conjunto,19.287,-99.655,Centro Universitario Cesan,19.2895469,-99.6558248,college,amenity,college,0.2961370839352692,,,,Ignacio Allende,,Jose Maria Morelos Y Pavon,,50000,,,node,12525398941
0,O1_Conjunto,19.287,-99.655,Colegio Internacional De Aviacion Profesional,19.285425,-99.6522093,college,amenity,college,0.3412622905005134,,,,Calle Valentín Gómez Farías,,,,50000,,www.ciapsapilotos.com,node,12560312124
0,O1_Conjunto,19.287,-99.655,Escuela Para Protesistas Dentales De Toluca,19.2901239,-99.6550649,college,amenity,college,0.3474286083645455,,,,Calle Juan Aldama,,,Toluca de Lerdo,50000,7228416557,,node,12537121547
0,O1_Conjunto,19.287,-99.655,Direccion De Publicaciones Universitarias,19.2872138,-99.6513383,college,amenity,college,0.38504520493341116,,,,Calle Sor Juana Inés de la Cruz,,,,50090,,www.uaemex.mx,node,12545591001
0,O1_Conjunto,19.287,-99.655,Libreria Del Fondo Editorial Uaem,19.2879886,-99.6514624,college,amenity,college,0.3872163385583803,,,,Sor Juana Ines De La Cruz,,Jose Maria Morelos Y Pavon,,50090,,,node,12540838429
0,O1_Conjunto,19.287,-99.655,Regularizate Con Tu Prepa,19.2882932,-99.6584708,college,amenity,college,0.39162858225733393,,,,Calle José Vicente Villada,,,,50000,,www.regularizatecontuprepa.com.mx,node,12547761674
0,O1_Conjunto,19.287,-99.655,Instituto De Compuingles De Oriente,19.2903398,-99.6566713,college,amenity,college,0.4107101531507847,,,,Ciclovía Miguel Hidalgo,,Nicolas Bravo,,50000,,https://www.icocompuingles.com/,node,12565553704
0,O1_Conjunto,19.287,-99.655,Direccion De Apoyo A Estudiantes Y Egresados Direccion De Estudios Avanzados Oficina De Conocimiento Abierto,19.2841879,-99.6523704,college,amenity,college,0.41706867935626796,,,,Calle Juan Álvarez,,,,50130,,www.apoyoacademico.uaemex.mx/daaee,node,12530584483
0,O1_Conjunto,19.287,-99.655,Instituto De Copuingles De Oriente,19.2907808,-99.6567166,college,amenity,college,0.45738329794073723,,,,,,,,50000,,,node,12547343052
0,O1_Conjunto,19.287,-99.655,Direccion General De Centros Universitarios Y Unidades Academicas Profesionales,19.2834539,-99.652029,college,amenity,college,0.5027049168205904,,,,Calle Ignacio Manuel Altamirano,,,,50130,,,node,12540772921
0,O1_Conjunto,19.287,-99.655,Oficinas Cnci On Line Toluca,19.2900968,-99.6513699,college,amenity,college,0.5135462569194034,,,,Ciclovía Miguel Hidalgo,,,,50060,,,node,12573055596
0,O1_Conjunto,19.287,-99.655,Grupo Isima Toluca,19.2866689,-99.6500173,college,amenity,college,0.5242502516286317,,,,José María Pino Suárez,,Instituto Literario,,50090,,,node,12528330835
0,O1_Conjunto,19.287,-99.655,Instituto De Electronica Guillermo Marconi,19.2867575,-99.649833,college,amenity,college,0.5429687947999247,,,,Avenida Pino Suarez,,,,50090,,www.institutogmarconi.edu.mx,node,12525269734
0,O1_Conjunto,19.287,-99.655,Direccion De Difusion Y Promocion De La Investigacion Y Los Estudios Avanzados,19.2922259,-99.6550633,college,amenity,college,0.5811315426131789,,,,Avenida Independencia,,,,50000,,,node,12528232725
0,O1_Conjunto,19.287,-99.655,Escuela Mecanica Dental,19.2853347,-99.6607067,college,amenity,college,0.6269166028960558,,,,Calle Valentín Gómez Farías,,,Toluca de Lerdo,50130,,,node,12594025644
0,O1_Conjunto,19.287,-99.655,Academia De Belleza Yahel,19.2924923,-99.6529135,college,amenity,college,0.6487893247151211,,,,Ignacio Lopez Rayon,,Lerdo De Tejada,,50060,,,node,12561358466
0,O1_Conjunto,19.287,-99.655,Instituto Tecnologico Del Valle De Mexico,19.2884644,-99.6487375,college,amenity,college,0.6771428405390811,,,,Calle Alejandro Von Humboldt,,,Toluca,50090,7222145563,,node,12521678319
0,O1_Conjunto,19.287,-99.655,Grupo Educativo Y Empresarial Isc,19.2901429,-99.6487392,college,amenity,college,0.744245306488719,,,,Calle Alejandro Von Humboldt,,,Toluca de Lerdo,50060,7223116866,https://www.grupoisc.edu.mx/,node,12533458184
0,O1_Conjunto,19.287,-99.655,Direccion De Desarrollo Del Personal Academico,19.2799764,-99.6573673,college,amenity,college,0.8195592772720082,,,,Calle Rafael Miguel Hidalgo,,,,50130,,www.didepa.uaemex.mx,node,12525559769
0,O1_Conjunto,19.287,-99.655,Centro Educativos En Tecnologia Y Arte Y Multimedia,19.2865152,-99.6470971,college,amenity,college,0.83119381041471,,,,Calle Josefa Ortiz de Domínguez,,,,50090,,www.cetam.com.mx,node,12545713685
0,O1_Conjunto,19.287,-99.655,Anexo Del Conservatorio De Musica,19.2878109,-99.6631387,college,amenity,college,0.8589346131061365,,,,Avenida José María Morelos y Pavón,,,,50080,7222156863,,node,12545728575
0,O1_Conjunto,19.287,-99.655,Escuela Latinoamericana De Educacioen En Salud Integrativa,19.2922923,-99.6612445,college,amenity,college,0.8808080190522884,,,,Lerdo De Tejada,,Pedro Ascencio,,50080,,https://www.elaesi.edu.mx/toluca/,node,12543041557
0,O1_Conjunto,19.287,-99.655,Escuela De Estilismo,19.2934486,-99.6478388,college,amenity,college,1.038768730899772,,,,Calle Felipe Villarello,,,,50090,7222145664,,node,12547717161
0,O1_Conjunto,19.287,-99.655,Facultad De Lenguas Uaem,19.2778125,-99.658094,college,amenity,college,1.071973830055544,,,,Calle Jesús Carranza,,,,50130,,www.uaemex.mx/facleng,node,12547983444
