engine,o_lat,o_lon,d_lat,d_lon,dest_name,cat,distance_m,duration_s,static_duration_s,status_code,condition,travelAdvisory_json,localizedValues_json,fallbackInfo_json,brand,operator,opening_hours,addr_street,addr_housenumber,addr_neighbourhood,addr_city,addr_postcode,phone,website,osm_type,osm_id,duration_min,static_duration_min
google,19.287,-99.655,19.2768427,-99.6441092,Ciem Colegio Empresarial Intercontinental Metropolitano,college,2708.0,593.0,593.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.7 km""}, ""duration"": {""text"": ""10 mins""}, ""staticDuration"": {""text"": ""10 mins""}}",,,,,Calle Felipe Berriozábal,,,Toluca de Lerdo,50140,,,node,12525680650.0,9.883333333333333,9.883333333333333
google,19.287,-99.655,19.273282,-99.6619399,Colegio Maeyest,college,2817.0,549.0,549.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.8 km""}, ""duration"": {""text"": ""9 mins""}, ""staticDuration"": {""text"": ""9 mins""}}",,,,,Avenida Paseo Tollocan,,,,50120,,www.maeyest.com,node,12521907309.0,9.15,9.15
google,19.287,-99.655,19.276688,-99.6539731,Oficina Uaem,college,1468.0,326.0,326.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.5 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Calle Benito Juárez Garcia,,,,50130,7222121360,,node,12540214687.0,5.433333333333334,5.433333333333334
google,19.287,-99.655,19.2957497,-99.634853,college (OSM),college,4743.0,853.0,853.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""4.7 km""}, ""duration"": {""text"": ""14 mins""}, ""staticDuration"": {""text"": ""14 mins""}}",,,,,,,,,,,,,,14.216666666666667,14.216666666666667
google,19.287,-99.655,19.2857766,-99.6408398,college (OSM),college,1961.0,381.0,381.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.0 km""}, ""duration"": {""text"": ""6 mins""}, ""staticDuration"": {""text"": ""6 mins""}}",,,,,Calle Valentín Gómez Farías,,,,50090,7222709854,,node,12519523614.0,6.35,6.35
google,19.287,-99.655,19.2922923,-99.6612445,Escuela Latinoamericana De Educacioen En Salud Integrativa,college,1305.0,360.0,360.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.3 km""}, ""duration"": {""text"": ""6 mins""}, ""staticDuration"": {""text"": ""6 mins""}}",,,,,Lerdo De Tejada,,Pedro Ascencio,,50080,,https://www.elaesi.edu.mx/toluca/,node,12543041557.0,6.0,6.0
google,19.287,-99.655,19.2770707,-99.6480738,Escuela Normal No 3 Toluca,college,1901.0,420.0,420.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.9 km""}, ""duration"": {""text"": ""7 mins""}, ""staticDuration"": {""text"": ""7 mins""}}",,,,,Ciclovía Pino Suárez,,,Toluca de Lerdo,50130,7222123416,,node,12551299245.0,7.0,7.0
google,19.287,-99.655,19.2771109,-99.6592034,Hair Instituto,college,1879.0,467.0,467.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.9 km""}, ""duration"": {""text"": ""8 mins""}, ""staticDuration"": {""text"": ""8 mins""}}",,,,,Avenida Paseo Colón,,,,50120,7223870889,www.hairinstituto.mx,node,12527806892.0,7.783333333333333,7.783333333333333
google,19.287,-99.655,19.2763925,-99.6594842,Red De Innovacion Y Aprendizaje,college,1964.0,482.0,482.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.0 km""}, ""duration"": {""text"": ""8 mins""}, ""staticDuration"": {""text"": ""8 mins""}}",,,,,Avenida Paseo Colón,,,,50120,5517555598,www.ria.org.mx,node,12528009772.0,8.033333333333333,8.033333333333333
google,19.287,-99.655,19.2922259,-99.6550633,Direccion De Difusion Y Promocion De La Investigacion Y Los Estudios Avanzados,college,564.0,187.0,187.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.6 km""}, ""duration"": {""text"": ""3 mins""}, ""staticDuration"": {""text"": ""3 mins""}}",,,,,Avenida Independencia,,,,50000,,,node,12528232725.0,3.1166666666666667,3.1166666666666667
google,19.287,-99.655,19.2803731,-99.6424744,Colegio Las Americas,college,2946.0,582.0,582.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.9 km""}, ""duration"": {""text"": ""10 mins""}, ""staticDuration"": {""text"": ""10 mins""}}",,,,,Avenida Paseo Tollocan,,,,50140,,,node,12549499210.0,9.7,9.7
google,19.287,-99.655,19.2867575,-99.649833,Instituto De Electronica Guillermo Marconi,college,937.0,226.0,226.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.9 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Avenida Pino Suarez,,,,50090,,www.institutogmarconi.edu.mx,node,12525269734.0,3.7666666666666666,3.7666666666666666
google,19.287,-99.655,19.2913449,-99.6660228,Centro Universitario Liceo Mexiquense,college,1822.0,447.0,447.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.8 km""}, ""duration"": {""text"": ""7 mins""}, ""staticDuration"": {""text"": ""7 mins""}}",,,,,Avenida Sebastián Lerdo de Tejada,,,Toluca de Lerdo,50080,,,node,12594241066.0,7.45,7.45
google,19.287,-99.655,19.2801335,-99.6426188,Cesutec,college,2922.0,578.0,578.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.9 km""}, ""duration"": {""text"": ""10 mins""}, ""staticDuration"": {""text"": ""10 mins""}}",,,,,Calle Pico De Orizaba,,,,50190,7222709055,,node,12542308741.0,9.633333333333333,9.633333333333333
google,19.287,-99.655,19.2884644,-99.6487375,Instituto Tecnologico Del Valle De Mexico,college,925.0,213.0,213.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.9 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Calle Alejandro Von Humboldt,,,Toluca,50090,7222145563,,node,12521678319.0,3.55,3.55
google,19.287,-99.655,19.2752304,-99.6547173,Centro Universitario De Arquitectura Ingenieria Y Diseño,college,2009.0,439.0,439.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.0 km""}, ""duration"": {""text"": ""7 mins""}, ""staticDuration"": {""text"": ""7 mins""}}",,,,,Juan Aldama,,General Emiliano Zapata,,50130,,,node,12556934500.0,7.316666666666666,7.316666666666666
google,19.287,-99.655,19.2924923,-99.6529135,Academia De Belleza Yahel,college,840.0,213.0,213.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.8 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Ignacio Lopez Rayon,,Lerdo De Tejada,,50060,,,node,12561358466.0,3.55,3.55
google,19.287,-99.655,19.2894765,-99.6707475,Escuela Mega Capacitacion Y Educacion A Distancia,college,2198.0,513.0,513.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.2 km""}, ""duration"": {""text"": ""9 mins""}, ""staticDuration"": {""text"": ""9 mins""}}",,,,,Calle Miguel Hidalgo y Costilla,,,,50080,,,node,12505471606.0,8.55,8.55
google,19.287,-99.655,19.2831032,-99.6414499,Academia De Estilistas Profesionales Lupita,college,2021.0,445.0,445.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.0 km""}, ""duration"": {""text"": ""7 mins""}, ""staticDuration"": {""text"": ""7 mins""}}",,,,,Avenida Isidro Fabela,,,,50090,7222701765,www.academialupita,node,12544866719.0,7.416666666666667,7.416666666666667
google,19.287,-99.655,19.2841879,-99.6523704,Direccion De Apoyo A Estudiantes Y Egresados Direccion De Estudios Avanzados Oficina De Conocimiento Abierto,college,839.0,235.0,235.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.8 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Calle Juan Álvarez,,,,50130,,www.apoyoacademico.uaemex.mx/daaee,node,12530584483.0,3.9166666666666665,3.9166666666666665
google,19.287,-99.655,19.2784612,-99.6648835,Escuela Felipe Villanueva,college,2692.0,619.0,619.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.7 km""}, ""duration"": {""text"": ""10 mins""}, ""staticDuration"": {""text"": ""10 mins""}}",,,,,,,,,,,,way,204981309.0,10.316666666666666,10.316666666666666
google,19.287,-99.655,19.2834539,-99.652029,Direccion General De Centros Universitarios Y Unidades Academicas Profesionales,college,1267.0,288.0,288.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.3 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Calle Ignacio Manuel Altamirano,,,,50130,,,node,12540772921.0,4.8,4.8
google,19.287,-99.655,19.269299,-99.6411005,Colegio De Enfermeras Del Estado De Mexico,college,3086.0,701.0,701.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""3.1 km""}, ""duration"": {""text"": ""12 mins""}, ""staticDuration"": {""text"": ""12 mins""}}",,,,,Calle Sóstenes Rocha,,,,50140,,,node,12545738916.0,11.683333333333334,11.683333333333334
google,19.287,-99.655,19.2769831,-99.6538362,Sky Fly Escuela De Aviacion,college,1435.0,321.0,321.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.4 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Benito Juarez,,Juan Fernandez Albarran,,50130,,,node,12543068303.0,5.35,5.35
google,19.287,-99.655,19.285425,-99.6522093,Colegio Internacional De Aviacion Profesional,college,903.0,212.0,212.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.9 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Calle Valentín Gómez Farías,,,,50000,,www.ciapsapilotos.com,node,12560312124.0,3.533333333333333,3.533333333333333
google,19.287,-99.655,19.2862233,-99.6670102,Instituto De Ciencias Alternativas De La Salud,college,1977.0,454.0,454.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.0 km""}, ""duration"": {""text"": ""8 mins""}, ""staticDuration"": {""text"": ""8 mins""}}",,,,,,,,,,,,,,7.566666666666666,7.566666666666666
google,19.287,-99.655,19.2901239,-99.6550649,Escuela Para Protesistas Dentales De Toluca,college,347.0,103.0,103.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.3 km""}, ""duration"": {""text"": ""2 mins""}, ""staticDuration"": {""text"": ""2 mins""}}",,,,,Calle Juan Aldama,,,Toluca de Lerdo,50000,7228416557,,node,12537121547.0,1.7166666666666666,1.7166666666666666
google,19.287,-99.655,19.2882932,-99.6584708,Regularizate Con Tu Prepa,college,928.0,300.0,300.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.9 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Calle José Vicente Villada,,,,50000,,www.regularizatecontuprepa.com.mx,node,12547761674.0,5.0,5.0
google,19.287,-99.655,19.2907808,-99.6567166,Instituto De Copuingles De Oriente,college,526.0,179.0,179.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.5 km""}, ""duration"": {""text"": ""3 mins""}, ""staticDuration"": {""text"": ""3 mins""}}",,,,,,,,,50000,,,node,12547343052.0,2.9833333333333334,2.9833333333333334
google,19.287,-99.655,19.2873803,-99.6575819,Centro De Servicio Sigma,college,1104.0,306.0,306.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.1 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Calle Nicolás Bravo,,,,50000,+527223187172,https://www.isima.com.mx/toluca-sistemas-y-posgrados.html,node,12560151913.0,5.1,5.1
google,19.287,-99.655,19.2736355,-99.6441622,Escuela De Protesis Dental,college,2940.0,643.0,643.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.9 km""}, ""duration"": {""text"": ""11 mins""}, ""staticDuration"": {""text"": ""11 mins""}}",,,,,Calle Felipe Berriozábal,,,,50190,,,node,12545725965.0,10.716666666666667,10.716666666666667
google,19.287,-99.655,19.2778125,-99.658094,Facultad De Lenguas Uaem,college,2947.0,569.0,569.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.9 km""}, ""duration"": {""text"": ""9 mins""}, ""staticDuration"": {""text"": ""9 mins""}}",,,,,Calle Jesús Carranza,,,,50130,,www.uaemex.mx/facleng,node,12547983444.0,9.483333333333333,9.483333333333333
google,19.287,-99.655,19.2901429,-99.6487392,Grupo Educativo Y Empresarial Isc,college,1158.0,273.0,273.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.2 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Calle Alejandro Von Humboldt,,,Toluca de Lerdo,50060,7223116866,https://www.grupoisc.edu.mx/,node,12533458184.0,4.55,4.55
google,19.287,-99.655,19.2922951,-99.6453309,Centenaria Y Benemerita Escuela Normal Para Profesores,college,1593.0,323.0,323.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.6 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Avenida Independencia,,,,50090,7222152202,,node,12545947002.0,5.383333333333334,5.383333333333334
google,19.287,-99.655,19.2867853,-99.5958979,Instituto De Desarrollo Jurídico,university,6346.0,639.0,639.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""6.3 km""}, ""duration"": {""text"": ""11 mins""}, ""staticDuration"": {""text"": ""11 mins""}}",,,,,,,,,52179,,,node,12505385501.0,10.65,10.65
google,19.287,-99.655,19.2872138,-99.6513383,Direccion De Publicaciones Universitarias,college,608.0,134.0,134.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.6 km""}, ""duration"": {""text"": ""2 mins""}, ""staticDuration"": {""text"": ""2 mins""}}",,,,,Calle Sor Juana Inés de la Cruz,,,,50090,,www.uaemex.mx,node,12545591001.0,2.2333333333333334,2.2333333333333334
google,19.287,-99.655,19.2894591,-99.6542726,Wapizima,college,822.0,220.0,220.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.8 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Calle Benito Juárez Garcia,,,Toluca de Lerdo,50000,+527221404140,,node,12537608786.0,3.6666666666666665,3.6666666666666665
google,19.287,-99.655,19.2934486,-99.6478388,Escuela De Estilismo,college,1583.0,384.0,384.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.6 km""}, ""duration"": {""text"": ""6 mins""}, ""staticDuration"": {""text"": ""6 mins""}}",,,,,Calle Felipe Villarello,,,,50090,7222145664,,node,12547717161.0,6.4,6.4
google,19.287,-99.655,19.2891842,-99.6544003,Instituto Nacional De Computacion Aplicada,college,852.0,228.0,228.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.9 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Calle Benito Juárez Garcia,,,,50000,7222148525,www.inca.edu.mx,node,12559333729.0,3.8,3.8
google,19.287,-99.655,19.2648843,-99.6236789,Universidad campus ejecutivo Metepec,university,4463.0,880.0,880.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""4.5 km""}, ""duration"": {""text"": ""15 mins""}, ""staticDuration"": {""text"": ""15 mins""}}",,,,,Avenida Benito Juárez,,,Metepec,52154,,www.ula.edu.mx,way,575174552.0,14.666666666666666,14.666666666666666
google,19.287,-99.655,19.2799764,-99.6573673,Direccion De Desarrollo Del Personal Academico,college,1476.0,360.0,360.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.5 km""}, ""duration"": {""text"": ""6 mins""}, ""staticDuration"": {""text"": ""6 mins""}}",,,,,Calle Rafael Miguel Hidalgo,,,,50130,,www.didepa.uaemex.mx,node,12525559769.0,6.0,6.0
google,19.287,-99.655,19.2903398,-99.6566713,Instituto De Compuingles De Oriente,college,523.0,178.0,178.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.5 km""}, ""duration"": {""text"": ""3 mins""}, ""staticDuration"": {""text"": ""3 mins""}}",,,,,Ciclovía Miguel Hidalgo,,Nicolas Bravo,,50000,,https://www.icocompuingles.com/,node,12565553704.0,2.966666666666667,2.966666666666667
google,19.287,-99.655,19.2452615,-99.628505,Instituto superior Concordia,university,6646.0,1247.0,1247.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""6.6 km""}, ""duration"": {""text"": ""21 mins""}, ""staticDuration"": {""text"": ""21 mins""}}",,,,,Camino A San Felipe,,,,52166,,https://www.universidadconcordia.com.mx/,node,12535618008.0,20.783333333333335,20.783333333333335
google,19.287,-99.655,19.2866365,-99.6576782,Grupo Isisma Sistemas Y Posgrados Edificio Cafe,college,1021.0,286.0,286.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.0 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Nicolás Bravo,,Instituto Literario,,50000,,,node,12528214185.0,4.766666666666667,4.766666666666667
google,19.287,-99.655,19.289255,-99.6543941,Instituto Superior De Estilismo Y Belleza Profesional,college,845.0,226.0,226.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.8 km""}, ""duration"": {""text"": ""4 mins""}, ""staticDuration"": {""text"": ""4 mins""}}",,,,,Calle Benito Juárez Garcia,,,,50000,7222137157,,node,12517050904.0,3.7666666666666666,3.7666666666666666
google,19.287,-99.655,19.279606,-99.6473372,Instituto México de Toluca,college,2478.0,483.0,483.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.5 km""}, ""duration"": {""text"": ""8 mins""}, ""staticDuration"": {""text"": ""8 mins""}}",,,,,Calle Rafael Miguel Hidalgo,,,,50130,,www.imtp.maristas.edu.mx,way,204168946.0,8.05,8.05
google,19.287,-99.655,19.2879886,-99.6514624,Libreria Del Fondo Editorial Uaem,college,519.0,109.0,109.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.5 km""}, ""duration"": {""text"": ""2 mins""}, ""staticDuration"": {""text"": ""2 mins""}}",,,,,Sor Juana Ines De La Cruz,,Jose Maria Morelos Y Pavon,,50090,,,node,12540838429.0,1.8166666666666667,1.8166666666666667
google,19.287,-99.655,19.2900968,-99.6513699,Oficinas Cnci On Line Toluca,college,982.0,202.0,202.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.0 km""}, ""duration"": {""text"": ""3 mins""}, ""staticDuration"": {""text"": ""3 mins""}}",,,,,Ciclovía Miguel Hidalgo,,,,50060,,,node,12573055596.0,3.3666666666666667,3.3666666666666667
google,19.287,-99.655,19.2942329,-99.7038328,Uniem,university,6154.0,1078.0,1078.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""6.2 km""}, ""duration"": {""text"": ""18 mins""}, ""staticDuration"": {""text"": ""18 mins""}}",,,,,Calle José López Portillo,,,Zinacantepec,51355,,,node,12586960097.0,17.966666666666665,17.966666666666665
google,19.287,-99.655,19.2864892,-99.6576409,Grupo Isima Sistemas Y Porgrados,college,1004.0,282.0,282.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.0 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Calle Nicolás Bravo,,,,50000,+527223187172,https://www.isima.com.mx/toluca-sistemas-y-posgrados.html,node,12545024181.0,4.7,4.7
google,19.287,-99.655,19.2862942,-99.6554403,Servicios Educativos Superiores,college,937.0,298.0,298.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.9 km""}, ""duration"": {""text"": ""5 mins""}, ""staticDuration"": {""text"": ""5 mins""}}",,,,,Calle Instituto Literario,,,,50000,,https://www.ses.edu.mx/,node,12509657220.0,4.966666666666667,4.966666666666667
google,19.287,-99.655,19.28619,-99.6535309,Rectoría,college,489.0,158.0,158.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""0.5 km""}, ""duration"": {""text"": ""3 mins""}, ""staticDuration"": {""text"": ""3 mins""}}",,,,,Calle Instituto Literario,,,,50000,,,node,12547875396.0,2.6333333333333333,2.6333333333333333
google,19.287,-99.655,19.2789725,-99.5954744,Instituto Milenium,university,7202.0,851.0,851.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""7.2 km""}, ""duration"": {""text"": ""14 mins""}, ""staticDuration"": {""text"": ""14 mins""}}",,,,,Aveida 5 De Mayo,,,Lerma,52170,7222162842,,way,544427030.0,14.183333333333334,14.183333333333334
google,19.287,-99.655,19.2935155,-99.715283,EDAYO,university,7096.0,1128.0,1128.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""7.1 km""}, ""duration"": {""text"": ""19 mins""}, ""staticDuration"": {""text"": ""19 mins""}}",,,,,,,,,,,,way,400362994.0,18.8,18.8
google,19.287,-99.655,19.2878109,-99.6631387,Anexo Del Conservatorio De Musica,college,1835.0,492.0,492.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""1.8 km""}, ""duration"": {""text"": ""8 mins""}, ""staticDuration"": {""text"": ""8 mins""}}",,,,,Avenida José María Morelos y Pavón,,,,50080,7222156863,,node,12545728575.0,8.2,8.2
google,19.287,-99.655,19.2748757,-99.6017478,Universidad Mexiquense,university,6833.0,850.0,850.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""6.8 km""}, ""duration"": {""text"": ""14 mins""}, ""staticDuration"": {""text"": ""14 mins""}}",,,,,Avenida Los Gobernadores,,,,52140,,https://www.umex.edu.mx/,node,12559477797.0,14.166666666666666,14.166666666666666
google,19.287,-99.655,19.2824883,-99.6782331,Facultad de Turismo y Gastronomía,university,3960.0,852.0,852.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""4.0 km""}, ""duration"": {""text"": ""14 mins""}, ""staticDuration"": {""text"": ""14 mins""}}",,,Universidad Autónoma del Estado de México,,,,,,,,,way,405800933.0,14.2,14.2
google,19.287,-99.655,19.2896499,-99.6136364,UNITEC Campus Toluca,university,5835.0,758.0,758.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""5.8 km""}, ""duration"": {""text"": ""13 mins""}, ""staticDuration"": {""text"": ""13 mins""}}",,,,,Avenida Paseo Tollocan,701,,,50160,(722) 275 47 97,,way,211568312.0,12.633333333333333,12.633333333333333
google,19.287,-99.655,19.2686065,-99.7061884,Tecnológico de Monterrey campus Toluca,university,8297.0,1237.0,1237.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""8.3 km""}, ""duration"": {""text"": ""21 mins""}, ""staticDuration"": {""text"": ""21 mins""}}",,,,,,,,,,,,relation,3499581.0,20.616666666666667,20.616666666666667
google,19.287,-99.655,19.2769947,-99.70175,Escuela normal de educación física General Ignacio M. Beteta,university,7850.0,1138.0,1138.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""7.8 km""}, ""duration"": {""text"": ""19 mins""}, ""staticDuration"": {""text"": ""19 mins""}}",,,,,Boulevard Eduardo Monroy Cárdenas,,,Toluca de Lerdo,50110,,https://gobiernodelestadodemexico.com,way,1050692297.0,18.966666666666665,18.966666666666665
google,19.287,-99.655,19.2933289,-99.7032889,Centro Universitario Zinacantepec Del Estado De Mexico (CUZEM),university,6024.0,1054.0,1054.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""6.0 km""}, ""duration"": {""text"": ""18 mins""}, ""staticDuration"": {""text"": ""18 mins""}}",,,,,Calle Ramón Guerra,,,,51350,,,node,3824187386.0,17.566666666666666,17.566666666666666
google,19.287,-99.655,19.3244534,-99.6651318,Universidad Pedagógica Nacional Unidad 151 Toluca,university,7056.0,1097.0,1097.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""7.1 km""}, ""duration"": {""text"": ""18 mins""}, ""staticDuration"": {""text"": ""18 mins""}}",,,,,,,,,,,,node,12758761316.0,18.283333333333335,18.283333333333335
google,19.287,-99.655,19.2855664,-99.6094523,Instituto Galeana,university,5432.0,746.0,746.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""5.4 km""}, ""duration"": {""text"": ""12 mins""}, ""staticDuration"": {""text"": ""12 mins""}}",,,,,Avenida Ignacio Comonfort,,,Toluca,50160,7222112198,www.institutogaleana.com,way,261016548.0,12.433333333333334,12.433333333333334
google,19.287,-99.655,19.2798729,-99.607894,Investigaciones y estudios superiores Universidad Anahuac,university,5959.0,741.0,741.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""6.0 km""}, ""duration"": {""text"": ""12 mins""}, ""staticDuration"": {""text"": ""12 mins""}}",,,,,Avenida Ignacio Comonfort,,,Toluca,50160,,,node,12530518392.0,12.35,12.35
google,19.287,-99.655,19.2818165,-99.58892,Club de hilos de plata,university,8138.0,891.0,891.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""8.1 km""}, ""duration"": {""text"": ""15 mins""}, ""staticDuration"": {""text"": ""15 mins""}}",,,,,Privada Segunda de Sol,,,Toluca,52170,,,node,12511750256.0,14.85,14.85
google,19.287,-99.655,19.2908104,-99.7071535,IULATAM,university,6061.0,1012.0,1012.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""6.1 km""}, ""duration"": {""text"": ""17 mins""}, ""staticDuration"": {""text"": ""17 mins""}}",,,,,Blvd Adolfo López Mateos,,,TOLUCA,,,,way,400362991.0,16.866666666666667,16.866666666666667
google,19.287,-99.655,19.263919,-99.6282758,IUEM,university,5209.0,818.0,818.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""5.2 km""}, ""duration"": {""text"": ""14 mins""}, ""staticDuration"": {""text"": ""14 mins""}}",,,,,,,,,,,,way,400467885.0,13.633333333333333,13.633333333333333
google,19.287,-99.655,19.2631969,-99.6292039,Escuelas del sector privado que combinan diversos niveles de educación,university,5290.0,837.0,837.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""5.3 km""}, ""duration"": {""text"": ""14 mins""}, ""staticDuration"": {""text"": ""14 mins""}}",,,,,Calle Salvador Sánchez Colín,,,,52169,7222171979,,way,400466534.0,13.95,13.95
google,19.287,-99.655,19.2774266,-99.6441079,Ccp,college,2599.0,570.0,570.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""2.6 km""}, ""duration"": {""text"": ""10 mins""}, ""staticDuration"": {""text"": ""10 mins""}}",,,,,Calle Miguel Salinas,,,Toluca de Lerdo,50140,,www.grupoeducativaccp.com.mx,node,12525674608.0,9.5,9.5
google,19.287,-99.655,19.2855544,-99.6789911,Facultad de Arte UAEM,university,3566.0,765.0,765.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""3.6 km""}, ""duration"": {""text"": ""13 mins""}, ""staticDuration"": {""text"": ""13 mins""}}",,,UAEM,,Paseo Universidad,,,Toluca de Lerdo,,,,way,406338905.0,12.75,12.75
google,19.287,-99.655,19.2885702,-99.6727568,Centro Universitario de Ixtlahuaca Campus Toluca,university,3063.0,627.0,627.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""3.1 km""}, ""duration"": {""text"": ""10 mins""}, ""staticDuration"": {""text"": ""10 mins""}}",,,,,General Agustín Millán,,,Toluca de Lerdo,50080,,,way,963907775.0,10.45,10.45
google,19.287,-99.655,19.2536678,-99.6281274,Universidad Tec Milenio Campus Toluca,university,5731.0,1099.0,1099.0,0,ROUTE_EXISTS,,"{""distance"": {""text"": ""5.7 km""}, ""duration"": {""text"": ""18 mins""}, ""staticDuration"": {""text"": ""18 mins""}}",,,,,Calle Guadalupe Victoria,,,Metepec,52160,,https://www.tecmilenio.mx/,way,204611085.0,18.316666666666666,18.316666666666666
