tile,osm_type,osm_id,lat,lon,k,v,name,brand,operator,opening_hours,addr_street,addr_housenumber,addr_neighbourhood,addr_city,addr_postcode,phone,website,wheelchair,emergency,beds,brand_wikidata
21,node,12525325814,19.2597874,-99.6317874,amenity,school,Escuela Primaria Xinantecatl,,,,Articulo 115,,Presidentes Municipales,,52168,7222170011,,,,,
21,node,12525659911,19.2747022,-99.6438372,amenity,pharmacy,Farmacia Veterinaria La Granja,,,,Calle Alfredo del Mazo Vélez,,,Toluca de Lerdo,50140,7222196646,,,,,
21,node,12525672401,19.2746121,-99.644225,amenity,school,Instituto De Capacitacion Sacks,,,,Calle Felipe Berriozábal,,,Toluca de Lerdo,50140,7222702214,,,,,
21,node,12527818344,19.2749266,-99.6498866,amenity,school,Centro Educativo Decroly,,,,Calle J.A. Torres,,Profesor Heriberto Enriquez,,50130,7222123387,,,,,
21,node,12527909716,19.2590951,-99.6267467,amenity,clinic,Consultorio De Dermatología,,,,Toluca-Tenango,,,,52158,,,,,,
21,node,12528297942,19.2611051,-99.6266449,amenity,college,Meik Makeup Studio & Academy,,,,Calle Leona Vicario,,,,52167,,,,,,
21,node,12528299661,19.2592015,-99.6430489,amenity,clinic,,,,,Camino A Ocotitlan,,Camino A Ocotitlan,,52168,,,,,,
21,node,12528301358,19.2678143,-99.6484701,amenity,clinic,Especialistas En Salud Mental Koena,,,,Privada Eulalio Gutiérrez,,,,50180,7224265286,,,,,
21,node,12528307425,19.2686363,-99.6403828,amenity,college,Escuela De Mecanica Henry Ford,,,,Marcelino Juarez,,Leyes De Reforma,,50190,7222128955,,,,,
21,node,12529600235,19.2737848,-99.641743,amenity,clinic,Cediasa Toluca,,,,Avenida Isidro Fabela,,,,50090,,https://www.centrodediagnosticoangeles.com/,,,,
21,node,12530567374,19.2741771,-99.6495451,amenity,school,Centro De Educacion Para La Atencion De Jovenes Y Adultos Matutino 15eba0878a,,,,Calle General Francisco Villa,,,Toluca,50130,7222107738,,,,,
21,node,12530834407,19.2604261,-99.6437488,amenity,school,Bachillerato Inteligente De Mexico,,,,Avenida Profesor Heriberto Enríquez,,,,52169,,,,,,
21,node,12535345227,19.2661357,-99.626615,amenity,clinic,Centro De Medicina Natural Y Homeopatica,,,,Guadalupe Victoria,,Benito Juarez,,52158,,,,,,
21,node,12535562839,19.2734716,-99.6414582,amenity,university,Centro de enlace Toluca,,,,Avenida Isidro Fabela,,,Toluca de Lerdo,50190,,,,,,
21,node,12537522317,19.2725708,-99.6443727,amenity,college,Escuela De Mecanica Y Electronica Automotriz,,,,Calle Felipe Berriozábal,,,,50140,7222673358,,,,,
21,node,12537637889,19.2655762,-99.6463749,amenity,clinic,Consultorio Sante De Acup Untura Humada,,,,Calle Martín Carrera,,,,50180,7225977395,,,,,
21,node,12539721150,19.2662704,-99.6301503,amenity,clinic,Vellicimo Center Clinica,,,,Calle Riva Palacio,,,,52158,,,,,,
21,node,12540020473,19.2672801,-99.626582,amenity,clinic,Consultorio Psicologo,,,,Calle Guadalupe Victoria,,,,52158,,,,,,
21,node,12540090136,19.263905,-99.6391296,amenity,school,Casa Pura Capoeria,,,,Calle Uno Norte,,,,52169,,,,,,
21,node,12540641190,19.2675399,-99.6490583,amenity,school,Centro Olistico Vipassana,,,,General Miguel Barragan,,Jose Antonio Albarran,,50180,7222417177,,,,,
21,node,12540930980,19.2626664,-99.6445649,amenity,college,"Iuytem, Instituto Universitario Y Tecnologico Del Estado De Mexico",,,,Avenida Profesor Heriberto Enríquez,,,,52164,,www.iuytem.edu.mx,,,,
21,node,12542107891,19.2589916,-99.6266759,amenity,clinic,Service Vision,,,,Boulevard Toluca-Metepec,,,,52140,,www.vlaservisioncenter.com,,,,
21,node,12542750550,19.2676387,-99.6393583,amenity,school,Adansonia Instituto De Educacion Inicial,,,,Calle Mitla,,,,50190,,,,,,
21,node,12542751486,19.2641278,-99.6298653,amenity,clinic,Acupuntura Y Rehabilitacion,,,,Calle Salvador Sánchez Colín,,,,52158,,,,,,
21,node,12542993182,19.269457,-99.6327285,amenity,school,Escuela Primaria Adolfo Lopez Mateos,,,,Calle Rebeca,,,,50190,7222126596,,,,,
21,node,12545055018,19.2624038,-99.6280781,amenity,clinic,Spacyo Casa De Vapor Temascal,,,,Calle 2da. Privada Leona Vicario,,,,52156,7226308274,,,,,
21,node,12545517620,19.2589878,-99.6355502,amenity,clinic,Clínica Mayo,,,,Calle Gabriel Galaviz,,,,52167,,,,,,
21,node,12545546064,19.2536844,-99.6416297,amenity,school,Colegio Mexiquense Universitario,,,,Avenida Profesor Heriberto Enríquez,,,,50225,7222807755,,,,,
21,node,12545725965,19.2736355,-99.6441622,amenity,college,Escuela De Protesis Dental,,,,Calle Felipe Berriozábal,,,,50190,,,,,,
21,node,12545738916,19.269299,-99.6411005,amenity,college,Colegio De Enfermeras Del Estado De Mexico,,,,Calle Sóstenes Rocha,,,,50140,,,,,,
21,node,12546566875,19.2693269,-99.6388507,amenity,school,Escuela Primaria Oficial 15 De Septiembre,,,,Calle Plan de Agua Prieta,,,,50190,,,,,,
21,node,12547073989,19.2727606,-99.6448427,amenity,college,Escuela De Nogocios De Toluca,,,,Calle Wenceslao Labra,,,,50140,,,,,,
21,node,12547780117,19.2604002,-99.6369133,amenity,clinic,Shaoyin Clinica De Control De Peso,,,,Calle Ceboruco,,,,52169,7221101030,,,,,
21,node,12547889787,19.2617477,-99.6442433,amenity,college,Instituto De Crecimiento Educativo Para El Futuro,,,,Avenida Profesor Heriberto Enríquez,,,,52164,,,,,,
21,node,12548039411,19.2524769,-99.6351321,amenity,college,Ceaja 2 De Marzo,,,,Calle Daniel Espinoza,,,,52166,7225125860,,,,,
21,node,12552264379,19.2734818,-99.6335908,amenity,school,Numero 13 Heroes De Chapultepec Turno Vespertino,,,,Calle Montes Urales,,,,50150,7222805068,,,,,
21,node,12552272933,19.2734407,-99.6335795,amenity,school,Secundaria Oficial Numero 13 Heroes De Chapultepec Turno Vespertino,,,,Calle Montes Urales,,,,50150,7222805068,,,,,
21,node,12554669843,19.2556074,-99.6347456,amenity,school,Escuela Secundaria Técnica 140 Lázaro Cárdenas Del Río,,,,Calle 5 de Diciembre,,,,52161,7225403324,,,,,
21,node,12554834517,19.2608514,-99.6440528,amenity,school,Uaem Plantel Doctor Ángel Ma Garibay Kintana,,,,Avenida Profesor Heriberto Enríquez,,,,50180,7222171407,,,,,
21,node,12554893519,19.2644595,-99.6268438,amenity,post_office,Envío de correo y embalaje,,,,Calle Guadalupe Victoria,,,,,,,,,,
21,node,12559345339,19.2718981,-99.630314,amenity,clinic,Roncamedic Cosultorio,,,,Avenida Salvador Díaz Mirón,,,,52156,7222288156,,,,,
21,node,12560236568,19.2687663,-99.6398398,amenity,clinic,Consultorio Podologico,,,,Calle San Pablo Guelatao,,,,50190,,,,,,
21,node,12560290040,19.2602654,-99.6403023,amenity,clinic,Ona- Nutricion,,,,Calle Ceboruco,,,,52168,7224065381,,,,,
21,node,12563767036,19.2531821,-99.6394618,amenity,school,Colegio Elsembrador,,,,Calle Progreso,,,,50261,,,,,,
21,node,12566766126,19.2732454,-99.6391658,amenity,school,Masaru Educacion Acuatica,,,,Calle Montes Urales,,,Toluca de Lerdo,50150,7222804480,,,,,
21,node,12566924434,19.2727821,-99.6371998,amenity,school,Instituto Livigston,,,,Calle Wenseslao Labra,,,Toluca de Lerdo,50150,,,,,,
21,node,12566988006,19.2573957,-99.6352676,amenity,hospital,Hospital General Toluca Iste,,,,Daniel Espinoza,,,,50161,722174505,,,,,
21,node,12566997019,19.2731112,-99.633662,amenity,school,Secundaria Oficial Numero 03 Heroes De Chapultepec,,,,Calle Montes Urales,,,Toluca de Lerdo,50150,7222805068,,,,,
21,node,12568569019,19.2739974,-99.6479917,amenity,clinic,Centro Integral De Salud Y Rehabilitacion Fisica,,,,Avenida Paseo Tollocan,,Profesor Heriberto Enriquez,,50130,,,,,,
21,node,12573162740,19.2611978,-99.6440132,amenity,clinic,Clinicas Naturalmente Metepec,,,,Avenida Profesor Heriberto Enríquez,,,,52169,,,,,,
21,node,12579032491,19.261335,-99.6255322,amenity,college,Instituto Gastronomico Corbuse,,,,Calle Leona Vicario,,,,52158,7222778951,,,,,
21,node,12587678149,19.2525738,-99.6356267,amenity,clinic,,,,,Camino a Ocotitlán,,,,50261,,,,,,
21,node,12590222044,19.2619683,-99.635789,amenity,clinic,Centro Psicoterapeutico Dime,,,,Calle Malinche,,,,52169,7224958253,,,,,
21,node,12590430813,19.263746,-99.6265177,amenity,school,Kundal Yoga & Quiropractica,,,,Calle Guadalupe Victoria,,,,52158,,,,,,
21,node,12594215451,19.2522902,-99.6409307,amenity,school,Centro Educativo De Formación Integral Frater,,,,Avenida Profesor Heriberto Enríquez,,,,50250,,https://frater.edu.mx/,,,,
21,node,12594409695,19.2650487,-99.647744,amenity,clinic,Atencion Y Orientacion Psicologica Biopsic,,,,,,,,50180,7226700215,,,,,
21,node,12597111287,19.2704573,-99.6465994,amenity,clinic,Colegio Mexiquense De Audicion Y Lenguaje,,,,Chihuahua,,Puebla,,50140,7222171509,,,,,
21,node,12599799997,19.2675363,-99.6264446,amenity,clinic,Quiropedista,,,,Benito Juarez,,5 De Mayo,,52158,52158,,,,,
21,node,12609808065,19.2675863,-99.6499991,amenity,clinic,Medica Vitalife,,,,Calle Lauro Villar,,,,50180,7222898628,,,,,
21,node,12616833313,19.2719861,-99.6428791,amenity,school,Artes Marciales Chinas,,,,Boulevard José María Pino Suárez,,,,50140,7223988082,,,,,
21,node,12619139656,19.2617796,-99.6293693,amenity,college,Instituto Universitario Del Estado De Mexico,,,,Boulevard Toluca-Metepec,,,Metepec,52140,,www.iuem.com.mx,,,,
21,node,12619254442,19.2655164,-99.6446397,amenity,clinic,Transformacion,,,,Calle Antonio Salanueva,,,Toluca de Lerdo,50190,7222957723,,,,,
21,node,12620576260,19.2603126,-99.6402817,amenity,clinic,Terapia Fisica Fisiore Centro De Fisioterapia,,,,Calle Ceboruco,,,,52168,,www.fisiore.com.mx,,,,
21,node,12621944780,19.260385,-99.6272504,amenity,school,Openbook Educacion Avanzada A Libro Abierto,,,,Boulevard Toluca-Metepec,,,Metepec,52156,7222802665,,,,,
21,node,12626468773,19.2646525,-99.629717,amenity,clinic,Consultorio Psicologico Integral,,,,Calle Salvador Sánchez Colín,,,Metepec,52156,7225745369,,,,,
21,node,12627850018,19.2604381,-99.6382088,amenity,school,Centro Educativo Metepec,,,,Paricutin,,,Metepec,52169,,www.centroeducativometepec.com,,,,
21,node,12695334225,19.2603956,-99.6373956,amenity,clinic,Consultorio Similares,,,,Calle Ceboruco,,,,52169,,,,,,
21,node,12728018044,19.2611563,-99.6493532,amenity,school,Escuela De Futbol Toros Fc,,,,Calle General José Antonio Albarrán,,,,50180,,,,,,
21,node,12744892563,19.260345,-99.6477008,amenity,college,Instituto Americano Thomas Alva Edison,,,,,,,,,,,,,,
21,node,12750135330,19.259285,-99.6435555,amenity,clinic,Consultorio De Nutricion Sinlote Express,,,,,,,,,,,,,,
21,node,12750200723,19.2612778,-99.6263186,amenity,school,Cursos De Personalidad Academia Starlet,,,,,,,,,,,,,,
21,node,12769394981,19.2725669,-99.6434869,amenity,college,Grupo CEUG Centro De Estudios,,,,,,,,,,,,,,
21,node,12776552796,19.2500897,-99.6318761,amenity,college,Instituto Educativo Vida Y Valores,,,,,,,,,,,,,,
21,way,189260453,19.2586396,-99.6283644,shop,supermarket,Chedraui,Chedraui,,,,,,,,,,,,,Q2961952
21,way,189468906,19.2749177,-99.6462988,amenity,fuel,Pemex,Pemex,,,Boulevard José María Pino Suárez,,,,,,,,,,Q871308
21,way,204156532,19.2535753,-99.640506,amenity,school,Instituto México de Toluca,,,,,,,,,,,,,,
21,way,204161992,19.2601845,-99.6253865,shop,mall,Plaza Las Américas,,,,vialidad Toluca-Metepec,,,Metepec,,,,,,,
21,way,204598109,19.2731139,-99.6338081,amenity,school,,,,,,,,,,,,,,,
21,way,204611085,19.2536678,-99.6281274,amenity,university,Universidad Tec Milenio Campus Toluca,,,,Calle Guadalupe Victoria,,,Metepec,52160,,https://www.tecmilenio.mx/,,,,
21,way,205147558,19.2577203,-99.6432893,amenity,parking,,,,,,,,,,,,,,,
21,way,205147638,19.2654747,-99.6456017,amenity,college,Escuela Primaria Prof Florencio Flores Peña,,,,Calle Sierra de Ixtlán,,,Toluca de Lerdo,50190,,,,,,
21,way,205147813,19.2704333,-99.6277924,amenity,school,Primaria Miguel Hidalgo,,,,,,,,,,,,,,
21,way,205409837,19.253179,-99.640619,amenity,parking,,,,,,,,,,,,,,,
21,way,211743645,19.2509388,-99.6415528,amenity,college,,,,,,,,,,,,,,,
21,way,211743697,19.2521651,-99.6434614,amenity,college,,,,,,,,,,,,,,,
21,way,276423179,19.2592203,-99.6401569,shop,mall,Metepec Plaza,,,,Ceboruco,2317,,Metepec,52169,,,yes,,,
21,way,311335492,19.2597231,-99.6292157,shop,mall,Pabellón Metepec,,,,,,,,,,,,,,
21,way,311338303,19.2632053,-99.6292712,amenity,university,IUEM,,,,,,,,,,,,,,
21,way,311338304,19.2638727,-99.6292328,amenity,university,IUEM,,,,,,,,,,,,,,
21,way,350314461,19.2586852,-99.6281742,amenity,parking,,,,,,,,,,,,,,,
21,way,365182313,19.2584966,-99.6428077,amenity,fuel,,Total,,,Avenida Profesor Heriberto Enríquez,,,,,,,,,,
21,way,365182318,19.2585602,-99.6429119,amenity,fuel,Servicio Vasa Gasolineras,Total,,,Avenida Profesor Heriberto Enríquez,,,,,,,,,,
21,way,365187791,19.2638881,-99.6338466,amenity,fuel,Pemex,Pemex,,,,,,,,,,,,,
21,way,365187792,19.2638606,-99.6337753,amenity,fuel,Pemex,Pemex,,,Boulevard Toluca-Metepec,,,,,,,,,,
21,way,365187794,19.2637533,-99.6339095,amenity,fuel,Pemex,Pemex,,,Boulevard Toluca-Metepec,,,,,,,,,,
21,way,365732147,19.2598815,-99.6256221,amenity,parking,,,,,,,,,,,,,,,
21,way,397179242,19.2702745,-99.6282624,amenity,school,Cenca,,,,,,,,,,,,,,
21,way,400466076,19.2646236,-99.6281586,amenity,parking,,,,,,,,,,,,,,,
21,way,400466534,19.2631969,-99.6292039,amenity,university,Escuelas del sector privado que combinan diversos niveles de educación,,,,Calle Salvador Sánchez Colín,,,,52169,7222171979,,,,,
21,way,400467885,19.263919,-99.6282758,amenity,university,IUEM,,,,,,,,,,,,,,
21,way,400468873,19.2605991,-99.6289909,amenity,parking,,,,,,,,,,,,,,,
21,way,400474481,19.26257,-99.6271281,amenity,school,Colegio Argos,,,,Calle Guadalupe Victoria,,,,52140,7222121990,https://colegioargos.edu.mx/,,,,
21,way,424118290,19.2692316,-99.6395229,amenity,school,Jardin De Niños Profesora Maria Luisa Ballina Escartin,,,,Calle Plan de Texca,,,,50190,,,,,,
21,way,501292148,19.2606696,-99.6272254,shop,mall,Plaza Península,,,,,,,,,,,,,,
21,way,501292149,19.2608007,-99.6275997,amenity,bank,Bancomer,Bancomer,,,,,,,,,,,,,Q2876794
21,way,501292151,19.2608132,-99.6280428,amenity,parking,,,,,,,,,,,,,,,
21,way,501292152,19.2605852,-99.6276556,amenity,parking,,,,,,,,,,,,,,,
21,way,501292153,19.2604791,-99.627482,amenity,parking,,,,,,,,,,,,,,,
21,way,501292154,19.2604402,-99.6272153,amenity,parking,,,,,,,,,,,,,,,
21,way,517122040,19.2668858,-99.6261956,amenity,bank,HSBC,,,,,,,,,,,,,,
21,way,517122041,19.26697,-99.6259613,amenity,parking,,,,,,,,,,,,,,,
21,way,565203901,19.2567878,-99.6246744,shop,mall,Garis,,,,,,,,,,,,,,
21,way,565203904,19.2571099,-99.6251139,amenity,parking,,,,,,,,,,,,,,,
21,way,565470981,19.2607549,-99.6450969,amenity,school,Escuela Preparatoria No. 5,,Universidad Autónoma del Estado de México,,Avenida Profesor Heriberto Enríquez,904,,Toluca de Lerdo,50180,,,,,,
21,way,565470983,19.26121,-99.6443431,amenity,bank,Banorte,,,,,,,,,,,,,,
21,way,565470985,19.2610822,-99.645112,shop,mall,Servicio Comercial Garis Heriberto Enriquez,,,,Profesor Heriberto Enríquez,,,,50180,,,,,,
21,way,565470986,19.2611154,-99.6445053,amenity,parking,,,,,,,,,,,,,,,
21,way,565470995,19.2620863,-99.6448209,amenity,pharmacy,Farmacia Guadalajara,,,,,,,,,,,,,,
21,way,565471003,19.2621774,-99.6450512,shop,mall,Elektra-Remate,,,,,,,,,,,,,,
21,way,565471004,19.2619184,-99.645049,shop,mall,,,,,,,,,,,,,,,
21,way,565471006,19.2619063,-99.6450634,amenity,parking,,,,,,,,,,,,,,,
21,way,566235333,19.253683,-99.6281256,amenity,parking,,,,,,,,,,,,,,,
21,way,575174556,19.2672078,-99.626656,amenity,parking,,,,,,,,,,,,,,,
21,way,628692261,19.271138,-99.6496131,amenity,parking,,,,,,,,,,,,,,,
21,way,806543339,19.2745983,-99.6467127,amenity,parking,,,,,,,,,,,,,,,
21,way,806543340,19.2741882,-99.6460297,amenity,parking,,,,,,,,,,,,,,,
21,way,825096437,19.2721643,-99.6310892,amenity,fuel,Oxxo Gas,Oxxo,,,Boulevard Solidaridad las Torres,,,Metepec,,,,,,,
21,way,840686764,19.2740607,-99.6290766,amenity,fuel,Oxxo Gas,Oxxo,,,Boulevard Solidaridad las Torres,,,,,,,,,,
21,way,840686765,19.2741526,-99.6286266,amenity,fuel,Oxxo Gas,Oxxo,,,Boulevard Solidaridad las Torres,,,,,,,,,,
21,way,841931766,19.2677696,-99.6378657,amenity,fuel,Pemex,Pemex,,,Vialidad Toluca-Metepec,,,,,,,,,,
21,way,842820779,19.2642073,-99.6453748,amenity,fuel,Mobil,Mobil,,,Avenida Profesor Heriberto Enríquez,,,,,,,,,,
21,way,842860022,19.2510958,-99.634838,amenity,fuel,Pemex,Pemex,,,Camino a Ocotitlán,,,,,,,,,,Q871308
21,way,842877610,19.2697687,-99.6412023,amenity,fuel,Valero,Valero,,,Vialidad Toluca-Metepec,,,,,,,,,,
21,way,859628370,19.2675758,-99.6277564,amenity,parking,,,,,,,,,,,,,,,
21,way,864540970,19.253953,-99.6412225,amenity,parking,,,,,,,,,,,,,,,
21,way,866972847,19.2577395,-99.639365,amenity,parking,,,,,,,,,,,,,,,
21,way,868007732,19.2738619,-99.6421696,amenity,parking,,,,,,,,,,,,,,,
21,way,880582318,19.256587,-99.6361436,amenity,parking,,,,,,,,,,,,,,,
21,way,880582319,19.2573301,-99.6363524,amenity,parking,,,,,,,,,,,,,,,
22,node,2141745974,19.2590967,-99.6212017,amenity,bank,Banamex,Banamex,,,,,,,,,,,,,Q749474
22,node,2141746296,19.2592287,-99.6212154,amenity,bank,Ixxe,,,,,,,,,,,,,,
22,node,2141811428,19.261431,-99.6239107,shop,convenience,Oxxo,Oxxo,,,,,,,,,https://www.oxxo.com/tiendas?cr=50LYE,,,,Q1342538
22,node,2146029137,19.264918,-99.6237928,amenity,bank,,,,,,,,,,,,,,,
22,node,4219541769,19.2516354,-99.604534,amenity,bank,Santander,,,,,,,,,,,,,,
22,node,4219541771,19.2521662,-99.6043384,shop,convenience,La Comercial,,,,Gral. Vicente Villada,,,Metepec,52140,,,,,,
22,node,4226158193,19.2519588,-99.6042087,shop,convenience,Oxxo,Oxxo,,,,,,,,,https://www.oxxo.com/tiendas?cr=50PLT,,,,Q1342538
22,node,4226158194,19.2518348,-99.6042302,amenity,pharmacy,La Botica Moderna,,,Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su off,Calle 5 de Mayo,,,,52140,,https://boticamoderna.com.mx,,,,
22,node,4226158196,19.2513866,-99.6045762,shop,convenience,Oxxo,,,,,,,,,,,,,,
22,node,4226158203,19.2512199,-99.605083,shop,convenience,La Vencedora,,,,,,,,,,,,,,
22,node,4226158260,19.2520593,-99.6056025,shop,convenience,Tienda Omeopatica Bongher,,,,,,,,,,,,,,
22,node,4240611258,19.25898,-99.6051808,shop,convenience,Reina,,,,Calle Miguel Hidalgo,,,Metepec,52140,,,,,,
22,node,4386456920,19.257549,-99.6148747,amenity,pharmacy,Especializadas,,,,,,,,,,,,,,
22,node,5034493174,19.2566424,-99.615668,shop,mall,Paseo Metepec,,,,,,,,,,,,,,
22,node,5444252825,19.2527314,-99.6133005,amenity,parking,,,,,,,,,,,,,,,
22,node,5449510376,19.2581327,-99.6152537,shop,mall,Plaza San Pedro,,,,,,,,,,,,,,
22,node,5452489271,19.2546875,-99.6205342,amenity,parking,,,,,,,,,,,,,,,
22,node,5481480865,19.259832,-99.6050313,amenity,library,Justo Sierra,,,,,,,,,,,,,,
22,node,7149525424,19.2672523,-99.6058629,shop,mall,Town Square Metepec,,,,Calle Ignacio Comonfort,,,Metepec,52140,,,,,,
22,node,7149525526,19.2666635,-99.6046317,shop,supermarket,Soriana,Soriana,,,,,,,,,,,,,Q735562
22,node,7149525534,19.2672194,-99.6070002,amenity,parking,,,Town Square,,,,,,,,,yes,,,
22,node,12505558585,19.2572051,-99.6149285,amenity,clinic,Consultorio médico infectólogo,,,,Avenida Benito Juárez,,,Toluca de Lerdo,52140,,,,,,
22,node,12505744708,19.2564674,-99.6104161,amenity,school,Primaria Metepec instituto educativo para el desarrollo integral del saber,,,,Calle Mariano Matamoros,,,Metepec,52149,7228379086,,,,,
22,node,12509483154,19.2504285,-99.6040203,amenity,clinic,,,,,Avenida Estado De México,,,,52140,,,,,,
22,node,12511760866,19.256286,-99.6106468,amenity,clinic,Consultorio médico de nutrición,,,,Calle Mariano Matamoros,,,Metepec,52140,,,,,,
22,node,12512368804,19.2644654,-99.6230326,amenity,clinic,Consultorio Medico Repro.com,,,,Avenida Benito Juárez,,,,52158,,,,,,
22,node,12514925801,19.2641434,-99.6047766,amenity,school,Centro Educativo Pedagogico Educare Plantel Primaria,,,,Calle Miguel Hidalgo,,,,52177,,www.educaremetepec.edu.mx,,,,
22,node,12516947653,19.2614803,-99.6236252,amenity,school,Superacion Personal Trinus,,,,Calle Leona Vicario,,,,52158,,,,,,
22,node,12517258980,19.256172,-99.6086715,amenity,clinic,Clinica De Rehabilitacion Fisica Sakti,,,,Calle Morelos,,Mariano Matamoros,,52140,7226348316,,,,,
22,node,12519706324,19.2501302,-99.6026556,amenity,clinic,,,,,Avenida Estado De México,,,,52140,,,,,,
22,node,12519986951,19.2563519,-99.6106538,amenity,clinic,Consultorio Medico De Ortopedia,,,,Calle Mariano Matamoros,,,,52140,,,,,,
22,node,12521089620,19.2521062,-99.6086714,amenity,clinic,Centro joshem,,,,Avenida Ignacio Comonfort,,,Metepec,52140,7224575094,,,,,
22,node,12521096753,19.2525155,-99.610221,amenity,school,Taekwondo Panamericano,,,,Calle Paseo San Isidro,,,Metepec,52140,,,,,,
22,node,12521099703,19.2525015,-99.6103612,amenity,clinic,Quiropedista,,,,Calle Paseo San Isidro,,,Metepec,52140,,,,,,
22,node,12521171644,19.2527511,-99.6058448,amenity,clinic,Consultorio Homeopatico,,,,Calle Morelos,,,Metepec,52140,7224327883,,,,,
22,node,12521211067,19.2517326,-99.6056106,amenity,clinic,Consultorio de Nutriologa,,,,Calle Niños Héroes,,,Metepec,52140,7225042139,,,,,
22,node,12521232742,19.2525432,-99.6053542,amenity,clinic,Consultorio Medico Similares Turno De Domingo,,,,Calle Paseo San Isidro,,,Metepec,52140,,,,,,
22,node,12521237715,19.2525244,-99.6053252,amenity,clinic,Consultorio Medico Farmacia Similares Turno En Sabados,,,,Calle Paseo San Isidro,,,Metepec,52140,,,,,,
22,node,12521238268,19.2525508,-99.6053372,amenity,clinic,Consultorio Medico Farmaciasimilares Turno Vespertino,,,,Calle Paseo San Isidro,,,Metepec,52140,,,,,,
22,node,12521238269,19.2517528,-99.6056166,amenity,school,Mukande Yoga Estudio,,,,Calle Niños Héroes,,,Metepec,52140,,,,,,
22,node,12521246764,19.2525555,-99.6053003,amenity,clinic,Consultorio Medico En Comodato,,,,Calle Paseo San Isidro,,,Metepec,52140,,,,,,
22,node,12521284224,19.251748,-99.6055892,amenity,clinic,Consultorio De Psicologia,,,,Calle Niños Héroes,,,Metepec,52140,,,,,,
22,node,12521288803,19.2514996,-99.6051889,amenity,clinic,Osyn,,,,Calle Profirio Díaz,,,Metepec,52140,,,,,,
22,node,12522002497,19.2613197,-99.6192575,amenity,clinic,Dermabell,,,,Calle Leona Vicario,,,,52140,7222352180,,,,,
22,node,12523165297,19.2614155,-99.6249221,amenity,clinic,Perfect Forms,,,,Calle Leona Vicario,,,,52158,,,,,,
22,node,12523240952,19.251485,-99.6043266,amenity,clinic,Consultorio Psicologico,,,,Calle 5 de Mayo,,,,52140,,,,,,
22,node,12527852348,19.2563455,-99.6106432,amenity,clinic,Consultorio De Cuidados Paliativos,,,,Calle Mariano Matamoros,,,,52140,,,,,,
22,node,12527870783,19.2564278,-99.6124886,amenity,school,Cbt Dr Ezequiel Capistran Rodriguez,,,,Calle Mariano Matamoros,,,,52140,,,,,,
22,node,12527936514,19.2563465,-99.6106363,amenity,clinic,Consultorio De Pediatria Alergia E Inmunologia,,,,Calle Mariano Matamoros,,,Metepec,52140,,,,,,
22,node,12528265164,19.2539903,-99.6189091,amenity,university,Unid Campus Toluca,,,,Boulevard Toluca-Metepec,,,,52166,,https://www.unid.edu.mx/,,,,
22,node,12528268758,19.2573302,-99.614944,amenity,clinic,,,,,Avenida Benito Juárez,,,,52140,,,,,,
22,node,12528277903,19.2567049,-99.6026416,amenity,clinic,Podologia En Piessanos Un Cuerpo Sano,,,,Calle Mariano Matamoros,,,,52140,,,,,,
22,node,12529650525,19.2554265,-99.6081431,amenity,clinic,Centro Tikun Psicoterapia,,,,Calle Morelos,,,,52140,7224899385,www.tikunweb.com,,,,
22,node,12530496984,19.2613687,-99.6077871,amenity,school,Educare,,,,Calle Ignacio Comonfort,,,,52141,,www.educaremetepec.edu.mx,,,,
22,node,12534859060,19.250467,-99.6016471,amenity,clinic,Consultorio Medico Odontologico De Cabecera Municipal,,,,Calle Vicente Guerrero,,,,52140,,,,,,
22,node,12534902126,19.2531537,-99.6028487,healthcare,clinic,Kinda,,,,Calle Moctezuma,,,,52140,,,,,,
22,node,12539350062,19.2562931,-99.6106744,amenity,clinic,Consultorio Dr Jose A. Camacho Garcia,,,,Calle Mariano Matamoros,,,Metepec,52140,,,,,,
22,node,12539627236,19.2591167,-99.6122413,amenity,clinic,Consultorio Neuro Psicologia,,,,Calle Josefa Ortiz de Domínguez,,,,52140,,,,,,
22,node,12539630667,19.267608,-99.6003344,amenity,school,Clases De Equitacion,,,,Privada Del Canal,,,,52176,Clases De Equitacion,,,,,
22,node,12540100380,19.2648697,-99.6236023,shop,convenience,Corporativo Gapp,,,,Avenida Benito Juárez,,,,52158,7291076352,,,,,
22,node,12540119979,19.2621996,-99.6020602,amenity,school,Liceo Holandes,,,,Calle Moctezuma,,,,52140,,https://www.liceoholandes.edu.mx/,,,,
22,node,12540356480,19.261637,-99.6203407,amenity,clinic,Core Elite Pilates,,,,Calle Leona Vicario,,,,52158,,,,,,
22,node,12540384388,19.2737349,-99.6193323,amenity,school,Centro De Educacion Para La Atencion De Jovenes Y Adultos Lorenzo De Zavala,,,,Andador De Minerva,,,,52159,,,,,,
22,node,12540593927,19.2563195,-99.6105668,amenity,clinic,Consultorio Medico Dermatologico,,,,Mariano Matamoros,,Melchor Ocampo,,52140,5540948930,,,,,
22,node,12540790163,19.2564537,-99.6123451,amenity,clinic,Centro De Salud Metepec Isem,,,,Calle Mariano Matamoros,,Benito Juarez,,52140,,,,,,
22,node,12540825013,19.2563195,-99.6106714,amenity,clinic,Consultorio Medico Dra Cordoba Mendez,,,,Mariano Matamoros,,Melchor Ocampo,,52140,,,,,,
